"location","date","A (Lineage)","A.2.5","A.23.1","A.27","A.28","AA (Lineage)","AD (Lineage)","AH (Lineage)","Alpha (WHO VOC)","Alpha - Q.1 (WHO VOC)","Alpha - Q.2 (WHO VOC)","Alpha - Q.4 (WHO VOC)","Alpha - Q.6 (WHO VOC)","Alpha - Q.7 (WHO VOC)","Alpha - Q.8 (WHO VOC)","B (Lineage)","B.1.1.277 - 20B/S:626S","B.1.1.28","B.1.1.318 (WHO FMV)","B.1.1.318 - AZ.2 (WHO FMV)","B.1.1.318 - AZ.2.1 (WHO FMV)","B.1.1.519 (WHO FMV)","B.1.1.523 (WHO FMV)","B.1.160 - 20A/EU2","B.1.177 - 20E/EU1","B.1.214.2 (WHO FMV)","B.1.221 - 20A/S:98F","B.1.258 - 20A/S:439K","B.1.367 - 20C/S:80Y","B.1.619 (WHO FMV)","B.1.620 - 20A/S:126A","B.1.623 (PHE VUI)","B.1.630 (WHO FMV)","B.1.640 (WHO AFM)","Beta (WHO VOC)","C (Lineage)","C.16","C.36 (ECDC VUM)","C.36.3 (WHO FMV)","Delta (WHO VOC)","Delta - AY.1 (WHO VOC)","Delta - AY.100 (WHO VOC)","Delta - AY.101 (WHO VOC)","Delta - AY.102 (WHO VOC)","Delta - AY.102.2 (WHO VOC)","Delta - AY.103 (WHO VOC)","Delta - AY.104 (WHO VOC)","Delta - AY.105 (WHO VOC)","Delta - AY.106 (WHO VOC)","Delta - AY.107 (WHO VOC)","Delta - AY.108 (WHO VOC)","Delta - AY.109 (WHO VOC)","Delta - AY.11 (WHO VOC)","Delta - AY.110 (WHO VOC)","Delta - AY.111 (WHO VOC)","Delta - AY.112 (WHO VOC)","Delta - AY.113 (WHO VOC)","Delta - AY.114 (WHO VOC)","Delta - AY.116 (WHO VOC)","Delta - AY.116.1 (WHO VOC)","Delta - AY.117 (WHO VOC)","Delta - AY.118 (WHO VOC)","Delta - AY.119 (WHO VOC)","Delta - AY.119.1 (WHO VOC)","Delta - AY.119.2 (WHO VOC)","Delta - AY.120 (WHO VOC)","Delta - AY.120.2 (WHO VOC)","Delta - AY.120.2.1 (WHO VOC)","Delta - AY.121 (WHO VOC)","Delta - AY.121.1 (WHO VOC)","Delta - AY.122 (WHO VOC)","Delta - AY.122.1 (WHO VOC)","Delta - AY.122.2 (WHO VOC)","Delta - AY.122.4 (WHO VOC)","Delta - AY.123 (WHO VOC)","Delta - AY.124 (WHO VOC)","Delta - AY.124.1 (WHO VOC)","Delta - AY.124.1.1 (WHO VOC)","Delta - AY.125 (WHO VOC)","Delta - AY.126 (WHO VOC)","Delta - AY.127 (WHO VOC)","Delta - AY.128 (WHO VOC)","Delta - AY.129 (WHO VOC)","Delta - AY.131 (WHO VOC)","Delta - AY.132 (WHO VOC)","Delta - AY.133 (WHO VOC)","Delta - AY.14 (WHO VOC)","Delta - AY.16 (WHO VOC)","Delta - AY.16.1 (WHO VOC)","Delta - AY.19 (WHO VOC)","Delta - AY.20 (WHO VOC)","Delta - AY.20.1 (WHO VOC)","Delta - AY.21 (WHO VOC)","Delta - AY.22 (WHO VOC)","Delta - AY.23 (WHO VOC)","Delta - AY.23.2 (WHO VOC)","Delta - AY.24 (WHO VOC)","Delta - AY.25 (WHO VOC)","Delta - AY.25.1 (WHO VOC)","Delta - AY.25.3 (WHO VOC)","Delta - AY.26 (WHO VOC)","Delta - AY.29 (WHO VOC)","Delta - AY.3 (WHO VOC)","Delta - AY.32 (WHO VOC)","Delta - AY.33 (WHO VOC)","Delta - AY.34 (WHO VOC)","Delta - AY.34.1 (WHO VOC)","Delta - AY.34.1.1 (WHO VOC)","Delta - AY.34.2 (WHO VOC)","Delta - AY.35 (WHO VOC)","Delta - AY.36 (WHO VOC)","Delta - AY.36.1 (WHO VOC)","Delta - AY.37 (WHO VOC)","Delta - AY.38 (WHO VOC)","Delta - AY.39 (WHO VOC)","Delta - AY.39.1 (WHO VOC)","Delta - AY.39.2 (WHO VOC)","Delta - AY.39.3 (WHO VOC)","Delta - AY.4 (WHO VOC)","Delta - AY.4.10 (WHO VOC)","Delta - AY.4.11 (WHO VOC)","Delta - AY.4.13 (WHO VOC)","Delta - AY.4.15 (WHO VOC)","Delta - AY.4.16 (WHO VOC)","Delta - AY.4.17 (WHO VOC)","Delta - AY.4.2 (WHO VOC)","Delta - AY.4.2.1 (WHO VOC)","Delta - AY.4.2.2 (WHO VOC)","Delta - AY.4.2.3 (WHO VOC)","Delta - AY.4.2.4 (WHO VOC)","Delta - AY.4.3 (WHO VOC)","Delta - AY.4.4 (WHO VOC)","Delta - AY.4.5 (WHO VOC)","Delta - AY.4.6 (WHO VOC)","Delta - AY.4.7 (WHO VOC)","Delta - AY.4.8 (WHO VOC)","Delta - AY.4.9 (WHO VOC)","Delta - AY.40 (WHO VOC)","Delta - AY.41 (WHO VOC)","Delta - AY.42 (WHO VOC)","Delta - AY.43 (WHO VOC)","Delta - AY.43.1 (WHO VOC)","Delta - AY.43.2 (WHO VOC)","Delta - AY.43.3 (WHO VOC)","Delta - AY.43.4 (WHO VOC)","Delta - AY.43.5 (WHO VOC)","Delta - AY.43.8 (WHO VOC)","Delta - AY.43.9 (WHO VOC)","Delta - AY.44 (WHO VOC)","Delta - AY.45 (WHO VOC)","Delta - AY.46 (WHO VOC)","Delta - AY.46.1 (WHO VOC)","Delta - AY.46.2 (WHO VOC)","Delta - AY.46.4 (WHO VOC)","Delta - AY.46.5 (WHO VOC)","Delta - AY.46.6 (WHO VOC)","Delta - AY.46.6.1 (WHO VOC)","Delta - AY.47 (WHO VOC)","Delta - AY.5 (WHO VOC)","Delta - AY.5.2 (WHO VOC)","Delta - AY.5.4 (WHO VOC)","Delta - AY.5.5 (WHO VOC)","Delta - AY.5.6 (WHO VOC)","Delta - AY.50 (WHO VOC)","Delta - AY.51 (WHO VOC)","Delta - AY.52 (WHO VOC)","Delta - AY.53 (WHO VOC)","Delta - AY.54 (WHO VOC)","Delta - AY.55 (WHO VOC)","Delta - AY.57 (WHO VOC)","Delta - AY.58 (WHO VOC)","Delta - AY.59 (WHO VOC)","Delta - AY.6 (WHO VOC)","Delta - AY.60 (WHO VOC)","Delta - AY.61 (WHO VOC)","Delta - AY.62 (WHO VOC)","Delta - AY.64 (WHO VOC)","Delta - AY.65 (WHO VOC)","Delta - AY.66 (WHO VOC)","Delta - AY.67 (WHO VOC)","Delta - AY.68 (WHO VOC)","Delta - AY.69 (WHO VOC)","Delta - AY.7 (WHO VOC)","Delta - AY.7.1 (WHO VOC)","Delta - AY.7.2 (WHO VOC)","Delta - AY.70 (WHO VOC)","Delta - AY.71 (WHO VOC)","Delta - AY.72 (WHO VOC)","Delta - AY.73 (WHO VOC)","Delta - AY.74 (WHO VOC)","Delta - AY.75 (WHO VOC)","Delta - AY.75.2 (WHO VOC)","Delta - AY.77 (WHO VOC)","Delta - AY.78 (WHO VOC)","Delta - AY.8 (WHO VOC)","Delta - AY.84 (WHO VOC)","Delta - AY.85 (WHO VOC)","Delta - AY.86 (WHO VOC)","Delta - AY.87 (WHO VOC)","Delta - AY.88 (WHO VOC)","Delta - AY.9 (WHO VOC)","Delta - AY.9.2 (WHO VOC)","Delta - AY.90 (WHO VOC)","Delta - AY.91 (WHO VOC)","Delta - AY.91.1 (WHO VOC)","Delta - AY.92 (WHO VOC)","Delta - AY.93 (WHO VOC)","Delta - AY.94 (WHO VOC)","Delta - AY.95 (WHO VOC)","Delta - AY.98 (WHO VOC)","Delta - AY.98.1 (WHO VOC)","Delta - AY.99 (WHO VOC)","Delta - AY.99.1 (WHO VOC)","Delta - AY.99.2 (WHO VOC)","Epsilon (WHO VOI)","Eta (WHO VOI)","Gamma (WHO VOC)","Gamma - P.1.1 (WHO VOC)","Gamma - P.1.10 (WHO VOC)","Gamma - P.1.12 (WHO VOC)","Gamma - P.1.14 (WHO VOC)","Gamma - P.1.15 (WHO VOC)","Gamma - P.1.16 (WHO VOC)","Gamma - P.1.17 (WHO VOC)","Gamma - P.1.7 (WHO VOC)","Iota (WHO VOI)","Kappa (WHO VOI)","L (Lineage)","Lambda (WHO VOI)","Mu - 21H (WHO VOI)","Mu - 21H - BB.2 (WHO VOI)","N (Lineage)","Omicron - BA.1 (WHO VOC)","Omicron - BA.1.1 (WHO VOC)","Omicron - BA.1.1.1 (WHO VOC)","Omicron - BA.1.1.10 (WHO VOC)","Omicron - BA.1.1.11 (WHO VOC)","Omicron - BA.1.1.12 (WHO VOC)","Omicron - BA.1.1.13 (WHO VOC)","Omicron - BA.1.1.14 (WHO VOC)","Omicron - BA.1.1.15 (WHO VOC)","Omicron - BA.1.1.16 (WHO VOC)","Omicron - BA.1.1.2 (WHO VOC)","Omicron - BA.1.1.3 (WHO VOC)","Omicron - BA.1.1.4 (WHO VOC)","Omicron - BA.1.1.6 (WHO VOC)","Omicron - BA.1.1.7 (WHO VOC)","Omicron - BA.1.1.8 (WHO VOC)","Omicron - BA.1.10 (WHO VOC)","Omicron - BA.1.12 (WHO VOC)","Omicron - BA.1.13 (WHO VOC)","Omicron - BA.1.13.1 (WHO VOC)","Omicron - BA.1.14 (WHO VOC)","Omicron - BA.1.15 (WHO VOC)","Omicron - BA.1.15.1 (WHO VOC)","Omicron - BA.1.16 (WHO VOC)","Omicron - BA.1.17 (WHO VOC)","Omicron - BA.1.17.1 (WHO VOC)","Omicron - BA.1.2 (WHO VOC)","Omicron - BA.1.3 (WHO VOC)","Omicron - BA.1.4 (WHO VOC)","Omicron - BA.1.5 (WHO VOC)","Omicron - BA.1.6 (WHO VOC)","Omicron - BA.1.7 (WHO VOC)","Omicron - BA.1.8 (WHO VOC)","Omicron - BA.1.9 (WHO VOC)","Omicron - BA.2 (WHO VOC)","Omicron - BA.2.1 (WHO VOC)","Omicron - BA.2.2 (WHO VOC)","Omicron - BA.2.3 (WHO VOC)","Omicron - BA.3 (WHO VOC)","Other","P (Lineage)","R.1 (WHO FMV)","Zeta (WHO VOI)","Unknown"
"Italy","2021-08-22","0","0","0","0","0","0","0","0","708","25","0","0","0","0","0","0","0","0","0","25","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2146","98","25","25","610","0","74","0","0","122","0","0","171","0","0","0","122","25","25","293","0","0","537","25","0","196","293","0","25","98","0","13509","49","0","0","0","269","0","0","2951","49","244","391","415","0","0","0","171","0","0","0","25","0","0","0","25","25","74","49","171","49","0","25","0","0","1147","854","269","0","25","49","244","74","49","147","244","0","0","0","4365","0","49","0","25","0","0","74","0","0","147","0","0","0","317","0","732","0","0","25","122","3122","21800","25","0","0","0","0","0","0","659","49","464","0","25","0","0","3487","25","74","732","0","244","147","0","0","122","25","244","0","0","0","1878","0","3048","0","3536","0","0","0","49","0","854","0","98","0","2853","171","2073","25","25","0","122","0","0","0","0","0","0","25","0","74","366","3000","0","25","25","561","0","0","49","74","4487","0","0","0","0","0","25","49","0","0","0","25","0","25","0","0","0","0","0","25","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","269","0","0","0","0"
"Italy","2021-09-05","0","0","0","0","0","0","0","0","195","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1894","0","49","0","680","0","122","0","0","25","0","25","98","0","49","25","316","0","0","25","25","0","389","0","0","195","559","0","0","680","0","12696","25","0","25","0","486","0","0","2064","146","656","170","1918","0","49","0","486","0","49","0","219","0","0","0","389","25","122","122","73","25","73","25","0","25","996","802","219","0","25","0","122","73","170","49","753","0","0","0","4734","0","0","0","0","0","0","122","0","25","170","0","25","25","98","122","365","0","73","0","73","2379","25245","0","0","0","98","49","25","0","73","25","486","0","0","0","0","5244","0","73","632","0","802","170","25","0","219","0","73","73","25","0","1675","0","1408","25","2574","0","0","25","98","0","462","0","25","98","1603","195","1190","49","122","0","170","0","0","0","0","25","25","25","25","98","292","1651","25","25","25","535","0","0","0","98","4200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","122","0","0","0","0"
"Italy","2021-09-19","0","0","0","0","0","0","0","0","114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1929","23","46","0","250","0","182","0","0","69","23","0","46","0","0","69","364","69","0","91","0","69","23","0","0","69","568","23","46","273","0","10212","0","0","0","0","500","46","0","1249","250","137","0","1385","0","0","0","137","23","0","0","46","0","0","0","432","250","91","182","46","0","91","114","23","114","1044","590","500","69","23","0","250","23","250","0","91","0","0","0","6150","0","23","0","0","0","0","137","0","46","659","0","114","69","69","0","182","46","182","0","137","1294","16611","0","0","0","23","0","0","0","114","23","432","0","0","0","0","3586","0","23","931","0","568","23","0","0","114","23","69","0","0","23","840","0","885","0","1589","0","0","0","23","0","454","23","0","0","727","250","885","91","46","0","69","0","0","0","46","159","0","0","182","114","681","885","0","23","0","341","23","23","0","137","1975","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69","0","0","0","0"
"Italy","2021-10-03","0","0","0","0","0","0","0","18","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1097","0","18","0","234","0","90","0","0","108","18","18","18","18","234","36","594","18","0","72","0","18","54","0","0","108","522","0","72","216","0","7136","0","0","0","18","216","0","0","1043","306","468","0","1187","0","18","0","36","0","0","0","54","0","0","0","126","18","54","18","36","72","36","72","36","90","378","360","288","108","0","0","216","36","72","0","54","0","0","0","4332","0","18","0","0","0","0","126","18","18","899","0","270","144","90","18","36","18","288","0","54","881","11522","0","0","0","0","0","54","0","72","0","324","0","18","0","0","2265","0","0","1259","0","162","18","0","0","0","36","54","0","0","0","486","0","216","0","1277","0","0","18","0","0","126","0","0","0","270","108","324","126","0","0","36","18","0","0","0","54","0","0","90","54","288","1169","0","72","0","126","0","0","0","288","1492","18","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","0","0","0","0"
"Italy","2021-10-17","0","0","0","0","0","0","0","0","644","0","75","0","0","0","0","45","0","0","0","0","0","0","0","0","180","0","0","15","0","0","0","0","0","0","0","30","0","0","0","1077","0","75","0","195","0","60","15","0","0","0","0","0","0","150","0","240","60","15","15","0","15","150","30","0","0","240","0","45","270","0","5579","0","0","0","0","120","0","0","674","210","330","15","464","45","0","0","60","0","0","0","15","0","0","0","105","0","15","15","0","30","0","0","120","105","449","75","150","30","0","0","240","45","135","30","210","0","0","0","3650","0","60","0","0","0","0","15","15","0","958","0","60","150","45","0","90","0","389","0","30","823","8496","0","0","0","0","0","15","0","30","15","30","0","0","15","0","2124","0","15","494","0","135","45","0","0","30","90","0","0","0","0","1287","0","285","0","315","0","0","0","0","15","60","15","0","0","90","45","75","30","15","0","60","15","15","15","0","0","0","0","15","0","255","434","0","15","0","180","0","0","15","285","1496","90","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Italy","2021-10-31","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","0","1339","0","0","0","609","0","163","0","0","21","0","0","41","0","143","102","224","0","0","163","0","0","102","41","41","122","366","0","41","1279","0","6452","0","0","61","0","41","0","0","792","386","163","21","487","0","0","0","21","0","0","0","82","0","0","0","244","0","0","102","61","0","0","0","21","629","163","244","41","0","0","0","1522","143","21","0","163","0","61","0","7182","0","0","0","0","0","0","467","0","0","1421","0","21","102","0","21","21","0","1299","0","21","1684","14547","0","0","0","0","0","41","0","731","0","183","0","0","0","0","3794","61","21","548","0","102","0","0","0","61","21","0","0","0","0","934","0","224","0","183","0","0","0","0","0","183","0","0","0","82","41","41","183","0","0","122","0","0","0","0","203","0","0","0","21","82","1218","0","61","0","82","0","0","0","467","731","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61","0","0","0","0"
"Italy","2021-11-14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","218","0","0","0","0","0","1160","0","49","0","556","0","1064","0","0","49","0","0","0","0","411","0","411","0","0","145","0","49","73","0","0","0","266","0","0","1619","0","11502","0","25","25","0","532","0","25","1885","798","556","25","556","0","0","49","49","0","0","0","25","0","0","0","290","0","0","25","49","73","0","0","73","411","822","411","411","25","0","0","1619","49","0","49","580","0","25","0","13459","0","121","0","0","0","0","484","97","0","1499","0","25","266","2151","25","0","25","1402","0","25","2924","20031","25","0","0","0","25","170","0","73","0","121","0","0","25","49","8626","194","73","532","0","194","0","0","0","73","0","25","0","0","0","290","0","121","0","145","0","0","0","0","0","629","0","0","0","387","0","49","97","0","25","25","0","0","25","0","73","97","0","0","0","194","1982","0","0","0","242","0","0","0","798","2103","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1064","0","0","0","0"
"Italy","2021-11-28","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","0","0","0","0","0","3665","0","162","41","1531","0","1934","0","0","282","0","0","0","0","443","242","927","0","41","202","0","0","282","121","41","242","524","41","0","2256","162","22351","0","0","0","0","645","41","0","3222","2014","1450","121","725","0","0","41","0","0","0","0","41","0","0","0","1692","0","41","41","121","41","0","0","0","363","927","766","202","0","0","0","2377","524","0","0","242","0","41","0","21022","41","41","0","0","0","0","1249","81","121","2940","41","0","202","4471","81","0","121","1813","0","41","5075","32983","41","0","0","202","162","242","41","323","41","564","0","0","0","0","10511","1692","0","524","0","443","0","0","0","0","0","0","0","0","0","484","0","766","0","323","0","0","0","0","0","484","0","0","81","282","41","0","81","0","0","41","0","0","0","0","41","41","0","0","0","363","2658","0","0","0","242","0","0","0","685","4430","0","0","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","121","0","0","0","0"
"Italy","2021-12-12","0","0","0","0","0","0","0","0","117","0","0","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","117","0","0","0","0","0","5364","0","292","117","7580","0","1691","0","59","234","0","0","117","0","817","59","875","59","0","584","59","0","59","0","0","1050","467","0","0","2566","350","29676","0","0","292","0","1575","0","0","4257","5481","3265","0","1283","0","0","0","0","0","0","0","117","59","0","0","3324","59","0","0","292","59","0","0","0","234","700","1283","467","59","0","0","1691","992","117","0","758","0","59","0","26411","0","0","0","0","59","0","1633","409","1108","6589","292","59","0","1575","0","117","59","1458","0","59","1575","50606","117","0","59","175","175","1108","0","59","0","1575","0","117","0","0","14168","4198","0","642","59","234","0","0","0","59","0","0","175","0","0","584","0","525","0","59","59","0","175","0","0","875","0","0","117","350","234","0","59","0","0","117","0","0","59","0","0","0","0","0","0","175","5014","0","0","0","234","59","0","117","1225","11311","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","175","117","117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","234","0","467","59","117","175","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","467","0","0","0","0"
"Italy","2021-12-26","0","0","0","0","0","0","0","0","173","0","0","0","0","0","0","259","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","9299","0","431","0","4736","0","2411","0","0","603","0","0","87","0","603","0","603","0","0","173","0","0","87","0","0","1034","1034","0","0","4133","87","47441","0","0","87","0","1636","0","0","12226","6630","6027","0","2067","0","0","0","0","0","0","0","173","0","0","0","4478","0","0","0","689","173","0","0","0","0","259","1120","603","0","0","0","3100","1378","0","0","1034","87","861","0","34354","0","259","173","0","0","87","1809","345","2497","8610","1034","87","0","2153","0","0","517","1120","0","259","4564","57170","0","0","0","0","259","1550","173","87","0","2756","0","0","0","0","10935","2583","87","1636","0","861","0","0","0","173","0","0","259","0","0","3186","0","431","0","173","0","0","87","0","0","517","0","0","517","259","948","0","87","0","0","517","0","0","87","0","0","0","0","259","0","517","3100","0","0","0","345","0","0","0","3100","16101","0","0","173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15068","8438","4650","0","2670","0","1034","1206","603","0","0","0","0","0","0","0","87","173","775","87","12399","8696","3703","5425","61733","0","87","0","0","0","87","517","173","345","0","0","0","0","0","11193","0","0","0","0"
"Italy","2022-01-09","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","832","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9557","0","0","0","4987","0","3740","0","0","832","0","0","416","0","0","416","1663","0","0","416","0","0","0","0","0","2909","1247","0","0","4571","832","51940","0","0","416","0","832","0","0","4571","8726","10388","832","2494","0","0","0","0","0","0","0","0","0","0","0","6233","0","0","0","832","0","0","0","0","0","1663","832","832","0","0","0","12050","2909","0","0","3325","416","0","0","50278","0","0","1663","0","832","0","2909","416","3325","7480","832","0","0","416","0","0","416","416","0","0","1247","80611","0","0","0","416","0","2494","1247","0","416","3325","0","0","0","0","35735","5402","0","2078","0","1663","0","0","0","0","0","0","416","0","0","1663","0","832","0","0","0","0","0","0","0","1247","0","0","832","416","832","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2909","0","0","0","832","0","0","0","2078","23269","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","179919","172440","73131","416","26594","0","2494","10388","11635","1247","0","416","0","0","0","0","2078","1663","4987","832","140029","66899","43630","32826","585462","416","0","0","0","0","0","1663","7064","2078","0","0","0","416","0","40306","0","0","0","0"
"Italy","2022-01-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","602","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3009","0","0","0","1806","0","1806","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","602","0","1806","1204","0","0","3611","0","32491","0","0","0","0","602","0","0","602","3009","6017","0","1806","0","0","0","0","0","0","0","0","0","0","0","1806","0","0","0","0","0","0","0","0","0","0","1204","602","0","0","0","7221","1204","0","0","1204","0","0","0","19856","1806","0","0","0","0","0","1806","2407","4814","7822","0","0","0","1806","0","0","602","0","0","1204","602","33093","0","0","0","0","0","1204","602","602","0","602","0","0","0","0","9627","602","0","602","0","1204","0","0","0","0","0","0","0","0","0","1204","0","0","0","0","0","0","602","0","0","602","0","0","1806","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","602","1204","0","0","0","1204","0","0","0","1204","7221","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","194343","418167","184114","1806","54753","0","13839","43321","51745","6017","1806","602","0","0","0","0","1806","6619","4814","602","176292","122141","74609","43321","802039","602","1204","0","0","0","0","11432","3611","2407","19856","602","0","1806","0","63778","0","0","0","0"
"Italy","2022-02-06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","401","0","0","0","0","0","0","0","0","0","801","0","4002","0","0","0","0","0","0","0","1201","401","801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","401","401","401","0","0","0","401","0","0","0","0","0","0","0","2001","0","0","0","0","0","0","401","0","401","401","0","0","0","801","0","0","0","0","0","0","0","4802","0","0","0","0","0","0","0","0","0","401","0","0","0","0","2401","401","0","0","0","0","0","0","0","0","0","0","0","0","0","401","0","0","0","401","0","0","0","0","0","0","0","0","0","401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98827","564953","71220","801","36810","401","6402","26808","19606","1201","1201","0","401","0","401","401","801","801","8403","4402","178849","57216","42412","25607","407710","0","0","401","401","0","0","801","3601","401","61617","1601","0","2801","0","44813","0","0","0","0"
"Italy","2022-02-20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","414","0","0","0","0","0","0","0","0","414","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","414","0","0","0","0","0","0","0","0","0","414","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","827","0","0","0","0","0","0","0","0","0","0","0","0","1653","0","0","0","0","0","0","0","0","0","414","0","0","0","0","0","0","0","0","0","0","0","827","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","414","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38839","283022","43383","0","21072","827","8264","26443","9090","2893","414","414","0","414","0","414","0","0","2893","1240","59910","21899","17767","9917","150808","0","0","1240","0","0","414","2066","414","0","113622","6611","0","13222","414","4545","0","0","0","0"
"Italy","2022-03-06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","347","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","347","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","347","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","347","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22537","125859","19070","347","14909","0","5548","10402","9015","0","347","0","347","0","0","7628","347","0","347","0","28778","9015","9362","7282","58249","0","0","0","0","347","0","347","0","1041","186189","5895","0","23231","0","8322","0","0","0","0"
