"location","date","A (Lineage)","A.2.5","A.23.1","A.27","A.28","AA (Lineage)","AC (Lineage)","AD (Lineage)","AE (Lineage)","AH (Lineage)","AK (Lineage)","AM (Lineage)","AN (Lineage)","AP (Lineage)","AS (Lineage)","AT.1","AV.1 (WHO FMV)","Alpha (WHO VOC)","Alpha - Q.1 (WHO VOC)","Alpha - Q.2 (WHO VOC)","Alpha - Q.3 (WHO VOC)","Alpha - Q.4 (WHO VOC)","Alpha - Q.7 (WHO VOC)","Alpha - Q.8 (WHO VOC)","B (Lineage)","B.1.1.277 - 20B/S:626S","B.1.1.28","B.1.1.302 - 20B/S:1122L","B.1.1.318 (WHO AFM)","B.1.1.318 - AZ.1 (WHO AFM)","B.1.1.318 - AZ.2 (WHO AFM)","B.1.1.318 - AZ.4 (WHO AFM)","B.1.1.318 - AZ.5 (WHO AFM)","B.1.1.519 (WHO FMV)","B.1.1.523 (WHO FMV)","B.1.160 - 20A/EU2","B.1.177 - 20E/EU1","B.1.214.2 (WHO FMV)","B.1.221 - 20A/S:98F","B.1.258 - 20A/S:439K","B.1.367 - 20C/S:80Y","B.1.466.2 (WHO FMV)","B.1.617.3 (CDC VBM)","B.1.619 (WHO FMV)","B.1.620 - 20A/S:126A","B.1.623 (PHE VUI)","B.1.630 (WHO FMV)","B.1.640 (WHO AFM)","Beta (WHO VOC)","C (Lineage)","C.1.2 (WHO AFM)","C.16","C.36 (ECDC VUM)","C.36.3 (WHO FMV)","D (Lineage)","Delta (WHO VOC)","Delta - AY.1 (WHO VOC)","Delta - AY.10 (WHO VOC)","Delta - AY.100 (WHO VOC)","Delta - AY.101 (WHO VOC)","Delta - AY.102 (WHO VOC)","Delta - AY.103 (WHO VOC)","Delta - AY.103.1 (WHO VOC)","Delta - AY.104 (WHO VOC)","Delta - AY.105 (WHO VOC)","Delta - AY.106 (WHO VOC)","Delta - AY.107 (WHO VOC)","Delta - AY.108 (WHO VOC)","Delta - AY.109 (WHO VOC)","Delta - AY.11 (WHO VOC)","Delta - AY.110 (WHO VOC)","Delta - AY.111 (WHO VOC)","Delta - AY.112 (WHO VOC)","Delta - AY.112.1 (WHO VOC)","Delta - AY.113 (WHO VOC)","Delta - AY.114 (WHO VOC)","Delta - AY.116 (WHO VOC)","Delta - AY.116.1 (WHO VOC)","Delta - AY.117 (WHO VOC)","Delta - AY.118 (WHO VOC)","Delta - AY.119 (WHO VOC)","Delta - AY.119.1 (WHO VOC)","Delta - AY.119.2 (WHO VOC)","Delta - AY.120 (WHO VOC)","Delta - AY.120.1 (WHO VOC)","Delta - AY.120.2 (WHO VOC)","Delta - AY.120.2.1 (WHO VOC)","Delta - AY.121 (WHO VOC)","Delta - AY.121.1 (WHO VOC)","Delta - AY.122 (WHO VOC)","Delta - AY.122.1 (WHO VOC)","Delta - AY.122.2 (WHO VOC)","Delta - AY.122.4 (WHO VOC)","Delta - AY.123 (WHO VOC)","Delta - AY.123.1 (WHO VOC)","Delta - AY.124 (WHO VOC)","Delta - AY.124.1 (WHO VOC)","Delta - AY.125 (WHO VOC)","Delta - AY.126 (WHO VOC)","Delta - AY.127 (WHO VOC)","Delta - AY.127.1 (WHO VOC)","Delta - AY.128 (WHO VOC)","Delta - AY.129 (WHO VOC)","Delta - AY.13 (WHO VOC)","Delta - AY.131 (WHO VOC)","Delta - AY.132 (WHO VOC)","Delta - AY.133 (WHO VOC)","Delta - AY.14 (WHO VOC)","Delta - AY.15 (WHO VOC)","Delta - AY.16 (WHO VOC)","Delta - AY.16.1 (WHO VOC)","Delta - AY.17 (WHO VOC)","Delta - AY.19 (WHO VOC)","Delta - AY.20 (WHO VOC)","Delta - AY.20.1 (WHO VOC)","Delta - AY.21 (WHO VOC)","Delta - AY.22 (WHO VOC)","Delta - AY.23 (WHO VOC)","Delta - AY.23.1 (WHO VOC)","Delta - AY.23.2 (WHO VOC)","Delta - AY.24 (WHO VOC)","Delta - AY.24.1 (WHO VOC)","Delta - AY.25 (WHO VOC)","Delta - AY.25.1 (WHO VOC)","Delta - AY.25.3 (WHO VOC)","Delta - AY.26 (WHO VOC)","Delta - AY.27 (WHO VOC)","Delta - AY.28 (WHO VOC)","Delta - AY.29 (WHO VOC)","Delta - AY.29.1 (WHO VOC)","Delta - AY.3 (WHO VOC)","Delta - AY.3.1 (WHO VOC)","Delta - AY.3.2 (WHO VOC)","Delta - AY.3.3 (WHO VOC)","Delta - AY.30 (WHO VOC)","Delta - AY.31 (WHO VOC)","Delta - AY.32 (WHO VOC)","Delta - AY.33 (WHO VOC)","Delta - AY.33.1 (WHO VOC)","Delta - AY.34 (WHO VOC)","Delta - AY.34.1 (WHO VOC)","Delta - AY.34.1.1 (WHO VOC)","Delta - AY.34.2 (WHO VOC)","Delta - AY.35 (WHO VOC)","Delta - AY.36 (WHO VOC)","Delta - AY.37 (WHO VOC)","Delta - AY.38 (WHO VOC)","Delta - AY.39 (WHO VOC)","Delta - AY.39.1 (WHO VOC)","Delta - AY.39.1.1 (WHO VOC)","Delta - AY.39.1.2 (WHO VOC)","Delta - AY.39.2 (WHO VOC)","Delta - AY.4 (WHO VOC)","Delta - AY.4.1 (WHO VOC)","Delta - AY.4.10 (WHO VOC)","Delta - AY.4.11 (WHO VOC)","Delta - AY.4.12 (WHO VOC)","Delta - AY.4.2 (WHO VOC)","Delta - AY.4.2.1 (WHO VOC)","Delta - AY.4.2.2 (WHO VOC)","Delta - AY.4.2.3 (WHO VOC)","Delta - AY.4.2.4 (WHO VOC)","Delta - AY.4.3 (WHO VOC)","Delta - AY.4.4 (WHO VOC)","Delta - AY.4.5 (WHO VOC)","Delta - AY.4.6 (WHO VOC)","Delta - AY.4.7 (WHO VOC)","Delta - AY.4.8 (WHO VOC)","Delta - AY.4.9 (WHO VOC)","Delta - AY.40 (WHO VOC)","Delta - AY.41 (WHO VOC)","Delta - AY.42 (WHO VOC)","Delta - AY.42.1 (WHO VOC)","Delta - AY.43 (WHO VOC)","Delta - AY.43.1 (WHO VOC)","Delta - AY.43.3 (WHO VOC)","Delta - AY.43.4 (WHO VOC)","Delta - AY.43.5 (WHO VOC)","Delta - AY.43.6 (WHO VOC)","Delta - AY.43.7 (WHO VOC)","Delta - AY.44 (WHO VOC)","Delta - AY.45 (WHO VOC)","Delta - AY.46 (WHO VOC)","Delta - AY.46.1 (WHO VOC)","Delta - AY.46.2 (WHO VOC)","Delta - AY.46.4 (WHO VOC)","Delta - AY.46.5 (WHO VOC)","Delta - AY.46.6 (WHO VOC)","Delta - AY.46.6.1 (WHO VOC)","Delta - AY.47 (WHO VOC)","Delta - AY.48 (WHO VOC)","Delta - AY.49 (WHO VOC)","Delta - AY.5 (WHO VOC)","Delta - AY.5.1 (WHO VOC)","Delta - AY.5.2 (WHO VOC)","Delta - AY.5.3 (WHO VOC)","Delta - AY.5.4 (WHO VOC)","Delta - AY.5.5 (WHO VOC)","Delta - AY.50 (WHO VOC)","Delta - AY.51 (WHO VOC)","Delta - AY.52 (WHO VOC)","Delta - AY.53 (WHO VOC)","Delta - AY.54 (WHO VOC)","Delta - AY.55 (WHO VOC)","Delta - AY.56 (WHO VOC)","Delta - AY.57 (WHO VOC)","Delta - AY.58 (WHO VOC)","Delta - AY.59 (WHO VOC)","Delta - AY.6 (WHO VOC)","Delta - AY.60 (WHO VOC)","Delta - AY.61 (WHO VOC)","Delta - AY.63 (WHO VOC)","Delta - AY.64 (WHO VOC)","Delta - AY.65 (WHO VOC)","Delta - AY.66 (WHO VOC)","Delta - AY.67 (WHO VOC)","Delta - AY.68 (WHO VOC)","Delta - AY.69 (WHO VOC)","Delta - AY.7 (WHO VOC)","Delta - AY.7.1 (WHO VOC)","Delta - AY.7.2 (WHO VOC)","Delta - AY.70 (WHO VOC)","Delta - AY.71 (WHO VOC)","Delta - AY.72 (WHO VOC)","Delta - AY.73 (WHO VOC)","Delta - AY.74 (WHO VOC)","Delta - AY.75 (WHO VOC)","Delta - AY.75.2 (WHO VOC)","Delta - AY.76 (WHO VOC)","Delta - AY.77 (WHO VOC)","Delta - AY.78 (WHO VOC)","Delta - AY.79 (WHO VOC)","Delta - AY.8 (WHO VOC)","Delta - AY.80 (WHO VOC)","Delta - AY.81 (WHO VOC)","Delta - AY.82 (WHO VOC)","Delta - AY.83 (WHO VOC)","Delta - AY.84 (WHO VOC)","Delta - AY.85 (WHO VOC)","Delta - AY.86 (WHO VOC)","Delta - AY.87 (WHO VOC)","Delta - AY.88 (WHO VOC)","Delta - AY.9 (WHO VOC)","Delta - AY.9.2 (WHO VOC)","Delta - AY.90 (WHO VOC)","Delta - AY.91 (WHO VOC)","Delta - AY.92 (WHO VOC)","Delta - AY.93 (WHO VOC)","Delta - AY.94 (WHO VOC)","Delta - AY.95 (WHO VOC)","Delta - AY.98 (WHO VOC)","Delta - AY.98.1 (WHO VOC)","Delta - AY.99 (WHO VOC)","Delta - AY.99.1 (WHO VOC)","Delta - AY.99.2 (WHO VOC)","Epsilon (WHO FMV)","Eta (WHO FMV)","G (Lineage)","Gamma (WHO VOC)","Gamma - P.1.1 (WHO VOC)","Gamma - P.1.10 (WHO VOC)","Gamma - P.1.14 (WHO VOC)","Gamma - P.1.15 (WHO VOC)","Gamma - P.1.16 (WHO VOC)","Gamma - P.1.17 (WHO VOC)","Gamma - P.1.17.1 (WHO VOC)","Gamma - P.1.2 (WHO VOC)","Gamma - P.1.7 (WHO VOC)","Gamma - P.1.8 (WHO VOC)","Iota (WHO FMV)","Kappa (WHO FMV)","L (Lineage)","Lambda (WHO VOI)","M (Lineage)","Mu - 21H (WHO VOI)","Mu - 21H - BB.2 (WHO VOI)","N (Lineage)","Omicron - BA.1 (WHO VOC)","Omicron - BA.1.1 (WHO VOC)","Omicron - BA.2 (WHO VOC)","Omicron - BA.3 (WHO VOC)","Other","R.1 (WHO FMV)","S (Lineage)","Theta - P.3 (WHO FMV)","U (Lineage)","V (Lineage)","W (Lineage)","XA (Lineage)","XB (Lineage)","Y (Lineage)","Z (Lineage)","Zeta - P.2 (WHO FMV)","Unknown"
"United Kingdom","2021-07-25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1143","11","0","0","0","0","0","113","0","0","0","31","0","11","0","0","0","0","0","62","0","0","0","0","0","0","0","0","0","0","0","51","0","0","0","11","0","0","17297","0","592","133","0","276","21","0","0","21","92","11","11","31","194","21","2571","204","0","0","0","296","0","41","11","11","0","0","18327","0","82","225","72","0","3142","0","0","11","0","0","296","11","225","225","72","0","0","11","0","11","0","0","0","11","31","11","62","11","184","0","0","0","72","0","0","62","0","11","41","62","51","0","0","11","0","31","0","0","0","72","0","82","92","0","62","11","0","0","0","480","0","0","4926","0","0","0","0","415261","398","11","174","0","5854","1112","21","41","0","41","72","296","1377","347","215","41","0","0","959","0","7190","0","0","0","0","0","0","714","490","959","0","11","0","1887","194","0","11","0","0","25548","0","11","21","143","31","31","11","0","572","21","21","0","551","480","21","21988","102","153","0","0","11","0","11","21","0","5467","41","62","388","51","0","11","31","113","0","41","82","11","11","1041","21","0","0","11","21","0","0","1071","225","10362","2897","827","82","0","0","113","11","15788","1031","0","0","0","0","21","0","62","0","0","0","0","0","41","0","0","0","21","0","0","0","0","0","174","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0"
"United Kingdom","2021-08-08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","812","0","0","0","0","0","0","29","0","0","0","12","0","6","0","0","0","6","0","0","0","0","0","0","0","0","0","6","0","18","0","29","0","6","0","0","0","0","5852","47","64","93","0","157","145","0","6","0","24","0","140","128","87","24","1288","209","0","6","12","58","0","0","35","35","0","0","12480","12","24","64","105","0","1671","0","12","6","0","0","227","6","221","122","215","0","0","6","0","6","6","0","24","0","29","0","12","0","82","0","0","0","18","0","0","0","0","12","29","24","87","0","6","12","0","105","0","0","0","29","0","35","343","0","174","186","0","12","6","580","12","29","1386","6","12","0","0","272432","232","29","145","6","4605","847","70","29","0","12","47","192","888","325","627","76","6","0","754","0","6066","0","0","0","0","0","0","279","348","807","0","6","12","789","87","0","24","6","0","18024","6","6","12","82","18","12","53","0","186","0","12","0","203","157","0","14597","64","145","6","0","29","0","0","12","0","3625","29","24","145","99","18","58","157","93","6","0","18","0","6","464","6","0","0","0","0","12","12","395","192","4269","1566","725","6","6","0","70","18","8809","447","12","12","0","0","6","0","24","0","6","6","0","0","6","0","0","0","0","0","0","0","0","0","64","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0"
"United Kingdom","2021-08-22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","107","0","0","0","0","0","0","34","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","7","0","0","0","0","8035","54","0","67","14","300","226","0","14","0","27","27","80","140","167","40","1469","280","0","0","0","54","0","14","34","27","0","20","14115","7","20","34","67","0","1821","7","0","0","0","0","745","7","280","140","300","0","20","94","20","0","0","0","14","0","27","7","34","7","113","0","0","7","47","27","0","7","0","107","120","100","193","7","20","60","0","300","7","0","0","7","0","20","539","0","525","147","0","14","0","891","40","20","1509","0","0","7","0","305374","393","27","300","0","8932","1748","712","80","0","7","306","193","1509","266","878","100","0","34","638","0","8779","0","0","7","0","0","0","306","725","2027","0","7","7","1389","173","0","60","0","0","18521","0","0","7","54","20","0","80","0","153","14","0","0","133","94","7","15723","47","60","0","7","27","7","0","27","0","2958","14","34","60","27","14","67","80","54","0","7","7","7","14","207","0","7","27","7","7","7","7","379","160","3197","1921","1044","0","14","0","94","20","9496","359","14","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","54","0","0","0","0","0","0","7","0","0","0","0","0","0","0","14","0","0","0","0"
"United Kingdom","2021-09-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","133","0","0","0","0","0","7","51","0","0","0","7","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","5360","7","0","120","0","335","309","0","0","0","57","120","64","309","82","38","1533","448","0","26","13","13","13","45","51","76","0","7","13544","7","7","7","177","0","3210","13","0","0","0","0","436","7","518","209","234","0","19","158","26","7","0","32","45","0","26","26","0","7","38","0","0","13","70","0","13","0","0","38","240","70","89","13","26","13","0","625","0","0","0","0","0","13","795","0","688","120","0","51","0","1199","32","19","858","7","19","7","0","349110","1161","64","650","0","15833","1930","2012","202","0","57","284","272","1854","177","1268","240","7","76","713","13","11716","7","0","13","0","0","0","360","732","3241","7","7","13","1911","448","0","95","0","0","17523","7","19","0","158","57","0","32","13","95","57","7","7","240","51","13","15770","70","64","0","0","38","0","0","26","7","2220","127","45","64","26","26","70","108","32","0","0","7","19","0","45","7","7","13","0","45","0","26","366","127","3342","1917","1022","32","19","0","45","7","13689","511","38","7","26","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","38","0","0","0","0","0","0","0","0","0","0","0","0"
"United Kingdom","2021-09-19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","6556","42","0","165","0","399","376","12","0","6","65","118","30","223","88","65","1830","294","6","18","0","0","0","36","59","100","0","30","10890","0","12","6","288","6","3390","6","0","12","18","0","663","12","487","417","253","6","24","212","12","12","0","42","65","6","0","0","0","6","47","0","0","6","65","6","12","0","0","153","259","77","71","6","6","12","6","839","6","0","6","6","0","24","558","6","716","118","0","94","0","1596","18","6","786","0","30","0","0","317150","1185","106","745","18","19223","2551","4223","505","0","47","376","393","1883","171","1373","188","18","47","540","0","13095","6","6","0","0","0","0","217","346","4011","6","12","12","2129","604","0","42","0","0","15575","6","12","24","36","100","0","30","6","77","6","12","6","6","36","18","10562","30","53","0","6","24","0","6","0","6","1379","47","36","71","30","18","18","71","36","0","30","0","6","12","0","12","0","6","6","6","0","30","300","141","2164","1226","816","47","65","6","42","12","13980","569","130","0","6","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United Kingdom","2021-10-03","7","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","63","0","0","0","0","0","0","169","0","0","0","0","0","0","0","32","0","0","0","94","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","8406","7","0","269","0","406","313","0","7","13","82","182","19","406","44","69","2630","406","0","19","7","50","0","19","13","100","0","7","11123","0","19","0","381","7","4172","7","0","44","32","0","438","25","531","581","319","7","13","63","13","0","0","94","7","0","7","0","0","13","63","0","0","13","57","38","0","0","0","175","275","88","57","13","7","13","0","1093","0","0","0","0","0","25","369","7","1012","307","0","225","7","2055","19","7","1006","7","7","0","0","313551","613","44","706","50","29152","3797","5852","419","7","32","269","381","1687","63","1730","325","0","88","675","0","16312","0","57","7","0","7","0","275","406","4840","0","0","13","2374","438","0","163","7","0","15276","0","25","7","50","175","0","7","7","44","69","0","7","25","7","7","10423","7","50","7","0","19","0","7","7","0","925","32","38","13","7","38","0","150","19","7","50","13","7","13","0","0","0","7","13","32","19","25","288","132","1587","1712","519","63","38","7","75","7","15369","744","94","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","7","0","0","0","0","0","0"
"United Kingdom","2021-10-17","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65","0","0","0","0","0","0","51","0","0","0","0","0","0","0","15","0","0","0","8","0","0","8","0","0","8","0","0","0","0","8","15","0","0","0","0","0","0","11234","0","0","265","8","308","251","0","8","8","72","136","58","480","0","79","3571","444","0","43","8","36","8","51","8","36","0","8","13138","0","72","0","959","8","4816","0","15","65","151","0","587","15","780","1095","1102","43","22","136","15","8","0","129","0","8","8","8","0","29","86","0","0","0","36","43","0","0","0","380","208","151","8","0","0","15","0","1052","0","0","0","8","0","43","480","15","1389","237","8","208","0","2519","22","0","2161","15","0","0","0","349892","308","58","480","22","40328","7571","8565","373","8","58","201","544","1932","229","2848","351","0","43","509","0","20350","0","58","15","0","0","0","272","280","5353","0","65","29","2906","509","0","215","36","0","18168","0","36","22","72","215","0","8","0","51","29","15","8","36","0","8","10483","22","15","0","0","22","0","8","0","0","995","101","0","65","0","0","0","51","29","8","29","51","22","15","0","8","0","0","15","51","101","36","251","36","974","2383","795","72","43","8","315","22","18683","666","8","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United Kingdom","2021-10-31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","8","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","12686","0","0","432","8","156","383","0","8","0","36","71","22","800","0","156","4538","765","8","8","0","36","0","57","29","121","0","0","14010","8","107","0","1976","64","5628","0","0","64","50","0","496","43","737","1112","1806","22","121","78","8","15","0","8","22","0","0","0","0","15","43","15","0","0","36","64","0","0","0","347","376","135","22","0","8","0","0","1600","0","0","0","22","0","43","489","0","1423","623","0","206","0","2634","8","8","1968","0","0","0","0","370288","185","255","454","22","51642","11015","15539","1013","15","50","163","829","1452","220","3384","177","0","22","567","0","25258","22","22","8","0","43","0","248","270","9210","0","22","29","1430","553","0","340","8","8","17769","0","22","22","64","142","50","8","15","22","22","0","22","15","15","8","9345","22","29","0","0","15","8","0","0","0","715","29","29","15","8","15","15","29","43","0","135","43","57","15","0","8","8","0","15","22","142","50","213","64","857","2393","730","177","15","8","64","22","23418","808","8","15","8","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United Kingdom","2021-11-14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","16","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","0","0","0","0","0","0","8023","6","0","235","0","105","340","0","37","11","21","16","68","846","6","37","3960","449","0","6","0","42","0","47","32","141","0","6","10506","21","27","6","1346","173","5154","0","42","27","84","0","428","42","480","1383","2520","0","115","157","0","16","0","74","0","0","0","0","0","0","27","6","0","21","47","27","0","0","0","204","308","74","11","6","0","0","0","1028","0","0","0","0","0","32","454","0","1127","1002","0","345","0","1863","11","0","642","11","11","0","6","286426","162","298","475","6","53171","14142","19077","1529","110","53","120","778","1555","53","2953","272","0","6","689","0","25227","0","32","6","0","0","0","298","387","6954","6","63","6","1054","553","0","173","6","0","13855","0","21","6","89","11","6","0","0","21","11","0","0","37","6","0","5942","37","21","0","0","21","0","0","0","0","533","42","16","6","0","11","0","0","11","0","79","32","58","21","0","0","6","0","0","11","53","11","152","16","433","2118","689","89","16","0","16","6","18680","892","74","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0"
"United Kingdom","2021-11-28","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","16","6","0","0","0","0","0","0","10971","0","0","372","6","53","472","0","16","6","42","32","126","917","0","16","5022","435","0","32","11","48","6","63","110","158","0","32","10049","0","69","0","1634","294","6682","0","63","16","90","27","367","84","844","2179","3933","0","121","304","27","6","11","53","6","0","6","6","0","11","48","6","0","6","11","21","0","0","0","351","556","42","21","0","0","0","0","1420","0","0","0","6","0","37","540","6","2456","2037","16","252","0","2168","6","0","1116","58","0","0","6","297700","74","608","744","48","76153","20480","30235","3258","262","32","179","948","2043","58","3860","519","0","6","870","0","31037","0","32","11","0","84","21","320","498","8478","0","158","21","1168","697","0","100","0","0","13270","0","27","6","110","16","6","16","11","53","0","16","6","21","0","0","5504","32","11","0","0","32","0","0","0","0","566","63","11","0","6","6","37","6","6","0","158","58","11","42","0","0","0","0","11","16","21","53","95","6","257","2472","964","32","58","0","42","0","24517","1006","95","0","6","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","917","90","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0"
"United Kingdom","2021-12-12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","0","0","0","0","0","0","0","13790","11","0","623","6","95","780","0","58","6","32","27","173","843","27","27","5127","508","0","21","37","27","6","69","152","142","0","6","8485","6","16","11","2229","660","8224","0","27","27","48","21","351","53","817","3191","5446","6","42","497","0","79","0","63","16","0","6","11","0","16","27","32","6","11","21","53","0","0","6","278","492","74","11","0","0","0","0","1162","16","0","11","27","0","37","681","6","2218","3087","16","199","0","2710","27","0","2177","79","11","0","0","274081","32","796","722","6","90388","24848","43068","2820","367","42","142","1157","1434","157","4583","565","0","0","686","0","35158","27","42","58","0","189","6","565","236","8742","6","53","0","1115","1350","11","63","0","0","12320","0","6","27","110","6","0","37","6","42","6","0","32","6","11","0","4295","32","27","0","0","21","0","0","0","6","445","53","27","11","0","0","11","0","11","0","278","42","48","27","0","0","11","0","16","6","16","53","63","11","199","2286","1287","231","63","6","27","0","28384","1010","69","11","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58771","5028","11","6","178","0","0","0","0","0","0","0","0","0","0","0","0"
"United Kingdom","2021-12-26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","10328","13","13","377","0","134","680","0","37","0","73","13","158","352","25","0","3265","304","0","13","37","49","0","170","37","146","13","13","4369","0","0","0","1566","619","5085","0","0","73","13","0","231","13","632","1687","3847","0","85","219","0","13","0","0","0","0","0","25","0","13","73","0","13","0","49","13","0","0","13","183","352","98","0","0","0","0","0","826","0","25","13","0","0","85","437","0","1141","1966","13","110","0","2076","0","0","1408","195","0","0","0","165482","25","510","559","25","64404","17876","36298","1699","304","73","85","911","1226","146","3714","425","0","0","498","0","21978","25","0","13","0","134","25","316","158","6262","0","13","0","850","886","0","73","13","0","7512","0","0","0","25","0","0","0","0","61","0","0","25","73","0","0","2500","0","0","0","0","0","0","0","0","0","183","25","13","0","0","0","13","0","0","0","195","73","49","0","0","0","0","0","37","0","13","25","25","0","110","1699","789","49","25","0","13","0","17464","632","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","817649","96539","37","49","1263","0","0","0","0","0","0","0","0","0","0","0","0"
"United Kingdom","2022-01-09","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2496","0","0","53","0","36","71","0","0","0","0","18","18","88","0","0","387","106","0","0","0","18","0","53","18","0","0","0","862","0","0","0","299","53","1072","0","0","0","36","0","18","0","106","370","1424","0","0","53","0","0","0","0","0","0","0","0","0","0","18","0","0","0","18","0","0","0","0","71","53","0","0","0","0","0","0","159","0","0","0","0","0","18","124","0","229","264","0","18","0","334","0","0","194","0","0","0","0","26483","0","159","88","0","13110","3568","10000","528","36","0","18","53","282","36","510","141","0","0","176","0","4394","0","0","18","18","0","0","36","53","862","0","0","0","106","141","0","0","0","0","1002","0","0","0","0","0","0","36","0","18","0","0","0","0","0","0","247","36","0","0","0","0","0","0","0","0","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","18","0","0","0","0","18","211","53","0","0","0","0","0","3884","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1830895","440195","3673","53","1371","0","0","0","0","0","0","0","36","0","0","0","0"
"United Kingdom","2022-01-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","191","0","0","12","0","12","0","0","12","0","0","0","0","68","0","12","45","0","0","0","0","0","0","34","0","0","0","0","34","0","0","0","113","12","247","0","0","12","12","0","0","0","23","57","157","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","34","0","0","0","0","0","0","12","0","23","57","0","0","0","34","0","0","0","0","0","0","0","2229","0","45","12","0","1434","359","1154","34","0","0","0","45","23","23","68","12","0","0","45","0","325","0","0","0","0","0","0","0","12","146","0","0","0","12","45","0","0","0","0","101","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","45","0","0","0","0","0","0","0","0","0","12","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","45","90","12","0","0","0","0","213","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","923786","423734","32873","45","1345","0","0","0","0","0","0","0","12","0","0","0","0"
